id,name,value,timestamp
101,user_067,orange,2025-03-13T02:00:03.379994Z
102,user_041,banana,2025-03-13T02:00:03.380565Z
103,user_032,orange,2025-03-13T02:00:03.381077Z
104,user_007,grape,2025-03-13T02:00:03.381630Z
105,user_034,kiwi,2025-03-13T02:00:03.382141Z
106,user_007,kiwi,2025-03-13T02:00:03.382731Z
107,user_091,mango,2025-03-13T02:00:03.383355Z
108,user_004,apple,2025-03-13T02:00:03.383875Z
109,user_020,banana,2025-03-13T02:00:03.384378Z
110,user_091,mango,2025-03-13T02:00:03.384880Z
111,user_064,mango,2025-03-13T02:00:03.385380Z
112,user_040,banana,2025-03-13T02:00:03.385871Z
113,user_081,orange,2025-03-13T02:00:03.386365Z
114,user_056,apple,2025-03-13T02:00:03.386859Z
115,user_074,banana,2025-03-13T02:00:03.387357Z
116,user_021,banana,2025-03-13T02:00:03.387844Z
117,user_011,banana,2025-03-13T02:00:03.388360Z
118,user_054,mango,2025-03-13T02:00:03.388850Z
119,user_064,grape,2025-03-13T02:00:03.389340Z
120,user_065,mango,2025-03-13T02:00:03.389837Z
121,user_011,grape,2025-03-13T02:00:03.390351Z
122,user_066,grape,2025-03-13T02:00:03.390831Z
123,user_045,orange,2025-03-13T02:00:03.391346Z
124,user_047,grape,2025-03-13T02:00:03.391850Z
125,user_086,kiwi,2025-03-13T02:00:03.392391Z
126,user_085,mango,2025-03-13T02:00:03.392890Z
127,user_076,apple,2025-03-13T02:00:03.393390Z
128,user_082,banana,2025-03-13T02:00:03.393882Z
129,user_069,banana,2025-03-13T02:00:03.394383Z
130,user_006,orange,2025-03-13T02:00:03.394873Z
131,user_062,kiwi,2025-03-13T02:00:03.395370Z
132,user_057,kiwi,2025-03-13T02:00:03.395862Z
133,user_081,orange,2025-03-13T02:00:03.396359Z
134,user_025,orange,2025-03-13T02:00:03.396853Z
135,user_057,mango,2025-03-13T02:00:03.397355Z
136,user_099,apple,2025-03-13T02:00:03.397849Z
137,user_011,grape,2025-03-13T02:00:03.398341Z
138,user_070,apple,2025-03-13T02:00:03.398830Z
139,user_032,banana,2025-03-13T02:00:03.399320Z
140,user_007,apple,2025-03-13T02:00:03.399801Z
141,user_005,orange,2025-03-13T02:00:03.400397Z
142,user_025,apple,2025-03-13T02:00:03.400903Z
143,user_017,mango,2025-03-13T02:00:03.401401Z
144,user_043,banana,2025-03-13T02:00:03.401932Z
145,user_038,mango,2025-03-13T02:00:03.402443Z
146,user_034,grape,2025-03-13T02:00:03.402944Z
147,user_095,banana,2025-03-13T02:00:03.403445Z
148,user_038,apple,2025-03-13T02:00:03.403998Z
149,user_055,apple,2025-03-13T02:00:03.404526Z
150,user_054,banana,2025-03-13T02:00:03.405119Z
151,user_048,kiwi,2025-03-13T02:00:03.405664Z
152,user_033,mango,2025-03-13T02:00:03.406200Z
153,user_072,mango,2025-03-13T02:00:03.406708Z
154,user_089,kiwi,2025-03-13T02:00:03.407202Z
155,user_004,kiwi,2025-03-13T02:00:03.407701Z
156,user_031,orange,2025-03-13T02:00:03.408192Z
157,user_034,banana,2025-03-13T02:00:03.408687Z
158,user_006,mango,2025-03-13T02:00:03.409166Z
159,user_039,orange,2025-03-13T02:00:03.409650Z
160,user_021,grape,2025-03-13T02:00:03.410149Z
161,user_004,grape,2025-03-13T02:00:03.410664Z
162,user_006,grape,2025-03-13T02:00:03.411175Z
163,user_014,mango,2025-03-13T02:00:03.411681Z
164,user_061,orange,2025-03-13T02:00:03.412185Z
165,user_032,apple,2025-03-13T02:00:03.412700Z
166,user_093,kiwi,2025-03-13T02:00:03.413204Z
167,user_084,banana,2025-03-13T02:00:03.413796Z
168,user_092,orange,2025-03-13T02:00:03.414342Z
169,user_066,grape,2025-03-13T02:00:03.414849Z
170,user_035,orange,2025-03-13T02:00:03.415352Z
171,user_061,grape,2025-03-13T02:00:03.415957Z
172,user_080,apple,2025-03-13T02:00:03.416506Z
173,user_032,orange,2025-03-13T02:00:03.417009Z
174,user_062,kiwi,2025-03-13T02:00:03.417502Z
175,user_006,apple,2025-03-13T02:00:03.417982Z
176,user_090,mango,2025-03-13T02:00:03.418476Z
177,user_084,orange,2025-03-13T02:00:03.418969Z
178,user_032,grape,2025-03-13T02:00:03.419486Z
179,user_068,banana,2025-03-13T02:00:03.420086Z
180,user_054,apple,2025-03-13T02:00:03.420636Z
181,user_024,kiwi,2025-03-13T02:00:03.421126Z
182,user_001,grape,2025-03-13T02:00:03.421645Z
183,user_072,grape,2025-03-13T02:00:03.422151Z
184,user_016,banana,2025-03-13T02:00:03.422668Z
185,user_061,mango,2025-03-13T02:00:03.423205Z
186,user_074,mango,2025-03-13T02:00:03.423808Z
187,user_062,mango,2025-03-13T02:00:03.424422Z
188,user_052,kiwi,2025-03-13T02:00:03.424921Z
189,user_024,banana,2025-03-13T02:00:03.425442Z
190,user_050,kiwi,2025-03-13T02:00:03.425942Z
191,user_054,orange,2025-03-13T02:00:03.426447Z
192,user_003,kiwi,2025-03-13T02:00:03.426944Z
193,user_069,apple,2025-03-13T02:00:03.427435Z
194,user_037,banana,2025-03-13T02:00:03.427929Z
195,user_031,mango,2025-03-13T02:00:03.428433Z
196,user_069,orange,2025-03-13T02:00:03.428922Z
197,user_055,grape,2025-03-13T02:00:03.429432Z
198,user_050,orange,2025-03-13T02:00:03.430048Z
199,user_097,banana,2025-03-13T02:00:03.430566Z
200,user_083,banana,2025-03-13T02:00:03.431059Z
201,user_004,orange,2025-03-13T02:00:03.431576Z
202,user_015,orange,2025-03-13T02:00:03.432081Z
203,user_054,orange,2025-03-13T02:00:03.432582Z
204,user_044,mango,2025-03-13T02:00:03.433078Z
205,user_041,banana,2025-03-13T02:00:03.433569Z
206,user_022,orange,2025-03-13T02:00:03.434066Z
207,user_065,kiwi,2025-03-13T02:00:03.434572Z
208,user_072,kiwi,2025-03-13T02:00:03.435119Z
209,user_077,kiwi,2025-03-13T02:00:03.435623Z
210,user_008,kiwi,2025-03-13T02:00:03.436128Z
211,user_055,apple,2025-03-13T02:00:03.436704Z
212,user_063,grape,2025-03-13T02:00:03.437271Z
213,user_078,kiwi,2025-03-13T02:00:03.437768Z
214,user_064,kiwi,2025-03-13T02:00:03.438270Z
215,user_008,apple,2025-03-13T02:00:03.438807Z
216,user_099,apple,2025-03-13T02:00:03.439314Z
217,user_069,apple,2025-03-13T02:00:03.439803Z
218,user_065,grape,2025-03-13T02:00:03.440329Z
219,user_028,banana,2025-03-13T02:00:03.440823Z
220,user_079,orange,2025-03-13T02:00:03.441346Z
221,user_088,mango,2025-03-13T02:00:03.441845Z
222,user_006,mango,2025-03-13T02:00:03.442327Z
223,user_008,grape,2025-03-13T02:00:03.442834Z
224,user_083,mango,2025-03-13T02:00:03.443349Z
225,user_040,kiwi,2025-03-13T02:00:03.443860Z
226,user_079,orange,2025-03-13T02:00:03.444409Z
227,user_043,orange,2025-03-13T02:00:03.444895Z
228,user_049,grape,2025-03-13T02:00:03.445402Z
229,user_064,grape,2025-03-13T02:00:03.445892Z
230,user_005,orange,2025-03-13T02:00:03.446381Z
231,user_085,orange,2025-03-13T02:00:03.446874Z
232,user_017,mango,2025-03-13T02:00:03.447367Z
233,user_017,apple,2025-03-13T02:00:03.447849Z
234,user_048,mango,2025-03-13T02:00:03.448342Z
235,user_055,apple,2025-03-13T02:00:03.448837Z
236,user_019,grape,2025-03-13T02:00:03.449342Z
237,user_010,kiwi,2025-03-13T02:00:03.449829Z
238,user_074,orange,2025-03-13T02:00:03.450831Z
239,user_058,kiwi,2025-03-13T02:00:03.451361Z
240,user_042,kiwi,2025-03-13T02:00:03.451889Z
241,user_074,grape,2025-03-13T02:00:03.452455Z
242,user_074,kiwi,2025-03-13T02:00:03.452972Z
243,user_045,orange,2025-03-13T02:00:03.453478Z
244,user_094,grape,2025-03-13T02:00:03.454001Z
245,user_088,banana,2025-03-13T02:00:03.454497Z
246,user_052,apple,2025-03-13T02:00:03.454988Z
247,user_012,kiwi,2025-03-13T02:00:03.455489Z
248,user_021,grape,2025-03-13T02:00:03.455985Z
249,user_072,apple,2025-03-13T02:00:03.456483Z
250,user_008,grape,2025-03-13T02:00:03.456978Z
251,user_019,kiwi,2025-03-13T02:00:03.457549Z
252,user_079,banana,2025-03-13T02:00:03.458053Z
253,user_055,orange,2025-03-13T02:00:03.458571Z
254,user_004,banana,2025-03-13T02:00:03.459096Z
255,user_028,grape,2025-03-13T02:00:03.459643Z
256,user_064,kiwi,2025-03-13T02:00:03.460237Z
257,user_009,mango,2025-03-13T02:00:03.460778Z
258,user_074,orange,2025-03-13T02:00:03.461298Z
259,user_012,mango,2025-03-13T02:00:03.461824Z
260,user_002,banana,2025-03-13T02:00:03.462335Z
261,user_043,mango,2025-03-13T02:00:03.462851Z
262,user_049,banana,2025-03-13T02:00:03.463358Z
263,user_044,apple,2025-03-13T02:00:03.463893Z
264,user_099,grape,2025-03-13T02:00:03.464456Z
265,user_007,kiwi,2025-03-13T02:00:03.465008Z
266,user_094,apple,2025-03-13T02:00:03.465577Z
267,user_025,grape,2025-03-13T02:00:03.466148Z
268,user_040,grape,2025-03-13T02:00:03.466666Z
269,user_086,grape,2025-03-13T02:00:03.467186Z
270,user_086,mango,2025-03-13T02:00:03.467730Z
271,user_063,kiwi,2025-03-13T02:00:03.468239Z
272,user_014,mango,2025-03-13T02:00:03.468733Z
273,user_002,banana,2025-03-13T02:00:03.469230Z
274,user_095,kiwi,2025-03-13T02:00:03.469729Z
275,user_050,grape,2025-03-13T02:00:03.470291Z
276,user_064,banana,2025-03-13T02:00:03.470801Z
277,user_074,mango,2025-03-13T02:00:03.471354Z
278,user_087,apple,2025-03-13T02:00:03.471941Z
279,user_097,banana,2025-03-13T02:00:03.472476Z
280,user_100,kiwi,2025-03-13T02:00:03.472989Z
281,user_079,mango,2025-03-13T02:00:03.473495Z
282,user_001,orange,2025-03-13T02:00:03.473990Z
283,user_095,kiwi,2025-03-13T02:00:03.474486Z
284,user_085,orange,2025-03-13T02:00:03.474977Z
285,user_082,grape,2025-03-13T02:00:03.475473Z
286,user_050,orange,2025-03-13T02:00:03.475960Z
287,user_084,kiwi,2025-03-13T02:00:03.476460Z
288,user_077,mango,2025-03-13T02:00:03.476955Z
289,user_070,orange,2025-03-13T02:00:03.477444Z
290,user_046,apple,2025-03-13T02:00:03.477940Z
291,user_013,banana,2025-03-13T02:00:03.478511Z
292,user_009,orange,2025-03-13T02:00:03.479016Z
293,user_062,apple,2025-03-13T02:00:03.479564Z
294,user_045,grape,2025-03-13T02:00:03.480094Z
295,user_081,mango,2025-03-13T02:00:03.480604Z
296,user_095,mango,2025-03-13T02:00:03.481169Z
297,user_061,apple,2025-03-13T02:00:03.481709Z
298,user_040,orange,2025-03-13T02:00:03.482217Z
299,user_067,mango,2025-03-13T02:00:03.482755Z
300,user_057,grape,2025-03-13T02:00:03.483276Z
301,user_028,grape,2025-03-13T02:00:03.483817Z
302,user_091,grape,2025-03-13T02:00:03.484353Z
303,user_001,orange,2025-03-13T02:00:03.484894Z
304,user_044,orange,2025-03-13T02:00:03.485529Z
305,user_096,orange,2025-03-13T02:00:03.486025Z
306,user_013,banana,2025-03-13T02:00:03.486541Z
307,user_051,grape,2025-03-13T02:00:03.487037Z
308,user_039,mango,2025-03-13T02:00:03.487545Z
309,user_073,mango,2025-03-13T02:00:03.488039Z
310,user_029,mango,2025-03-13T02:00:03.488555Z
311,user_087,banana,2025-03-13T02:00:03.489043Z
312,user_027,kiwi,2025-03-13T02:00:03.489536Z
313,user_100,kiwi,2025-03-13T02:00:03.490044Z
314,user_012,kiwi,2025-03-13T02:00:03.490535Z
315,user_037,kiwi,2025-03-13T02:00:03.491044Z
316,user_060,mango,2025-03-13T02:00:03.491558Z
317,user_072,banana,2025-03-13T02:00:03.492091Z
318,user_046,mango,2025-03-13T02:00:03.492632Z
319,user_048,orange,2025-03-13T02:00:03.493127Z
320,user_098,grape,2025-03-13T02:00:03.493635Z
321,user_032,grape,2025-03-13T02:00:03.494126Z
322,user_026,mango,2025-03-13T02:00:03.494619Z
323,user_029,banana,2025-03-13T02:00:03.495102Z
324,user_060,mango,2025-03-13T02:00:03.495590Z
325,user_031,kiwi,2025-03-13T02:00:03.496089Z
326,user_035,apple,2025-03-13T02:00:03.496578Z
327,user_089,grape,2025-03-13T02:00:03.497065Z
328,user_037,mango,2025-03-13T02:00:03.497586Z
329,user_031,kiwi,2025-03-13T02:00:03.498076Z
330,user_050,orange,2025-03-13T02:00:03.498642Z
331,user_004,kiwi,2025-03-13T02:00:03.499302Z
332,user_035,kiwi,2025-03-13T02:00:03.499816Z
333,user_021,mango,2025-03-13T02:00:03.500402Z
334,user_079,apple,2025-03-13T02:00:03.500951Z
335,user_065,banana,2025-03-13T02:00:03.501451Z
336,user_013,grape,2025-03-13T02:00:03.501979Z
337,user_094,banana,2025-03-13T02:00:03.502519Z
338,user_100,apple,2025-03-13T02:00:03.503031Z
339,user_086,mango,2025-03-13T02:00:03.503576Z
340,user_038,mango,2025-03-13T02:00:03.504135Z
341,user_032,mango,2025-03-13T02:00:03.504672Z
342,user_090,banana,2025-03-13T02:00:03.505181Z
343,user_050,mango,2025-03-13T02:00:03.505691Z
344,user_074,apple,2025-03-13T02:00:03.506209Z
345,user_093,banana,2025-03-13T02:00:03.506799Z
346,user_072,kiwi,2025-03-13T02:00:03.507316Z
347,user_031,kiwi,2025-03-13T02:00:03.507845Z
348,user_049,banana,2025-03-13T02:00:03.508359Z
349,user_083,apple,2025-03-13T02:00:03.508890Z
350,user_079,mango,2025-03-13T02:00:03.509384Z
351,user_032,orange,2025-03-13T02:00:03.509896Z
352,user_065,grape,2025-03-13T02:00:03.510450Z
353,user_030,kiwi,2025-03-13T02:00:03.510974Z
354,user_007,kiwi,2025-03-13T02:00:03.511491Z
355,user_081,mango,2025-03-13T02:00:03.512004Z
356,user_012,banana,2025-03-13T02:00:03.512534Z
357,user_015,kiwi,2025-03-13T02:00:03.513112Z
358,user_016,orange,2025-03-13T02:00:03.513647Z
359,user_074,grape,2025-03-13T02:00:03.514151Z
360,user_022,mango,2025-03-13T02:00:03.514649Z
361,user_056,mango,2025-03-13T02:00:03.515140Z
362,user_002,kiwi,2025-03-13T02:00:03.515649Z
363,user_046,apple,2025-03-13T02:00:03.516149Z
364,user_034,banana,2025-03-13T02:00:03.516653Z
365,user_022,apple,2025-03-13T02:00:03.517141Z
366,user_018,banana,2025-03-13T02:00:03.517638Z
367,user_055,grape,2025-03-13T02:00:03.518127Z
368,user_080,apple,2025-03-13T02:00:03.518629Z
369,user_092,kiwi,2025-03-13T02:00:03.519119Z
370,user_056,grape,2025-03-13T02:00:03.519635Z
371,user_069,banana,2025-03-13T02:00:03.520208Z
372,user_021,orange,2025-03-13T02:00:03.520744Z
373,user_056,apple,2025-03-13T02:00:03.521330Z
374,user_007,apple,2025-03-13T02:00:03.521857Z
375,user_048,kiwi,2025-03-13T02:00:03.522372Z
376,user_035,banana,2025-03-13T02:00:03.522877Z
377,user_060,mango,2025-03-13T02:00:03.523382Z
378,user_034,mango,2025-03-13T02:00:03.523879Z
379,user_085,grape,2025-03-13T02:00:03.524414Z
380,user_013,orange,2025-03-13T02:00:03.524942Z
381,user_038,mango,2025-03-13T02:00:03.525467Z
382,user_008,mango,2025-03-13T02:00:03.525981Z
383,user_035,grape,2025-03-13T02:00:03.526504Z
384,user_015,banana,2025-03-13T02:00:03.527091Z
385,user_024,apple,2025-03-13T02:00:03.527686Z
386,user_060,grape,2025-03-13T02:00:03.528199Z
387,user_004,orange,2025-03-13T02:00:03.528731Z
388,user_073,apple,2025-03-13T02:00:03.529246Z
389,user_006,apple,2025-03-13T02:00:03.529734Z
390,user_015,apple,2025-03-13T02:00:03.530277Z
391,user_034,mango,2025-03-13T02:00:03.530797Z
392,user_045,apple,2025-03-13T02:00:03.531309Z
393,user_047,banana,2025-03-13T02:00:03.531800Z
394,user_048,grape,2025-03-13T02:00:03.532310Z
395,user_098,banana,2025-03-13T02:00:03.532830Z
396,user_042,grape,2025-03-13T02:00:03.533345Z
397,user_094,banana,2025-03-13T02:00:03.533905Z
398,user_011,kiwi,2025-03-13T02:00:03.534508Z
399,user_040,mango,2025-03-13T02:00:03.535035Z
400,user_056,grape,2025-03-13T02:00:03.535572Z
401,user_019,mango,2025-03-13T02:00:03.536092Z
402,user_084,orange,2025-03-13T02:00:03.536577Z
403,user_053,orange,2025-03-13T02:00:03.537067Z
404,user_034,kiwi,2025-03-13T02:00:03.537569Z
405,user_087,mango,2025-03-13T02:00:03.538059Z
406,user_003,mango,2025-03-13T02:00:03.538559Z
407,user_016,orange,2025-03-13T02:00:03.539069Z
408,user_092,banana,2025-03-13T02:00:03.539565Z
409,user_043,apple,2025-03-13T02:00:03.540078Z
410,user_086,grape,2025-03-13T02:00:03.540670Z
411,user_042,kiwi,2025-03-13T02:00:03.541250Z
412,user_070,kiwi,2025-03-13T02:00:03.541770Z
413,user_087,grape,2025-03-13T02:00:03.542305Z
414,user_081,grape,2025-03-13T02:00:03.542820Z
415,user_061,banana,2025-03-13T02:00:03.543328Z
416,user_088,grape,2025-03-13T02:00:03.543945Z
417,user_004,kiwi,2025-03-13T02:00:03.544467Z
418,user_003,apple,2025-03-13T02:00:03.544972Z
419,user_081,grape,2025-03-13T02:00:03.545469Z
420,user_073,orange,2025-03-13T02:00:03.545964Z
421,user_049,mango,2025-03-13T02:00:03.546455Z
422,user_070,orange,2025-03-13T02:00:03.546949Z
423,user_054,grape,2025-03-13T02:00:03.547472Z
424,user_010,mango,2025-03-13T02:00:03.547964Z
425,user_014,grape,2025-03-13T02:00:03.548471Z
426,user_051,mango,2025-03-13T02:00:03.548976Z
427,user_083,mango,2025-03-13T02:00:03.549516Z
428,user_100,orange,2025-03-13T02:00:03.550062Z
429,user_098,grape,2025-03-13T02:00:03.550594Z
430,user_015,grape,2025-03-13T02:00:03.551107Z
431,user_001,kiwi,2025-03-13T02:00:03.551630Z
432,user_097,mango,2025-03-13T02:00:03.552141Z
433,user_092,mango,2025-03-13T02:00:03.552648Z
434,user_086,orange,2025-03-13T02:00:03.553183Z
435,user_026,kiwi,2025-03-13T02:00:03.553696Z
436,user_014,apple,2025-03-13T02:00:03.554197Z
437,user_002,mango,2025-03-13T02:00:03.554726Z
438,user_026,kiwi,2025-03-13T02:00:03.555258Z
439,user_079,mango,2025-03-13T02:00:03.555806Z
440,user_034,apple,2025-03-13T02:00:03.556311Z
441,user_029,mango,2025-03-13T02:00:03.556803Z
442,user_094,mango,2025-03-13T02:00:03.557325Z
443,user_032,orange,2025-03-13T02:00:03.557812Z
444,user_047,orange,2025-03-13T02:00:03.558308Z
445,user_047,apple,2025-03-13T02:00:03.558820Z
446,user_013,kiwi,2025-03-13T02:00:03.559390Z
447,user_020,apple,2025-03-13T02:00:03.559949Z
448,user_003,apple,2025-03-13T02:00:03.560610Z
449,user_098,mango,2025-03-13T02:00:03.561327Z
450,user_004,orange,2025-03-13T02:00:03.562048Z
451,user_030,kiwi,2025-03-13T02:00:03.562662Z
452,user_067,banana,2025-03-13T02:00:03.563267Z
453,user_060,mango,2025-03-13T02:00:03.563784Z
454,user_079,grape,2025-03-13T02:00:03.564342Z
455,user_012,banana,2025-03-13T02:00:03.564865Z
456,user_039,mango,2025-03-13T02:00:03.565377Z
457,user_073,kiwi,2025-03-13T02:00:03.565873Z
458,user_017,kiwi,2025-03-13T02:00:03.566374Z
459,user_075,apple,2025-03-13T02:00:03.566862Z
460,user_049,mango,2025-03-13T02:00:03.567367Z
461,user_010,orange,2025-03-13T02:00:03.567857Z
462,user_049,grape,2025-03-13T02:00:03.568367Z
463,user_094,grape,2025-03-13T02:00:03.568905Z
464,user_030,banana,2025-03-13T02:00:03.569417Z
465,user_008,apple,2025-03-13T02:00:03.569929Z
466,user_081,kiwi,2025-03-13T02:00:03.570500Z
467,user_095,kiwi,2025-03-13T02:00:03.571054Z
468,user_030,mango,2025-03-13T02:00:03.571573Z
469,user_096,kiwi,2025-03-13T02:00:03.572091Z
470,user_081,banana,2025-03-13T02:00:03.572697Z
471,user_006,mango,2025-03-13T02:00:03.573257Z
472,user_007,orange,2025-03-13T02:00:03.573763Z
473,user_002,mango,2025-03-13T02:00:03.574269Z
474,user_016,banana,2025-03-13T02:00:03.574752Z
475,user_069,kiwi,2025-03-13T02:00:03.575251Z
476,user_008,banana,2025-03-13T02:00:03.575776Z
477,user_002,kiwi,2025-03-13T02:00:03.576297Z
478,user_026,kiwi,2025-03-13T02:00:03.576784Z
479,user_093,grape,2025-03-13T02:00:03.577318Z
480,user_002,banana,2025-03-13T02:00:03.577795Z
481,user_057,apple,2025-03-13T02:00:03.578292Z
482,user_076,mango,2025-03-13T02:00:03.578770Z
483,user_068,orange,2025-03-13T02:00:03.579277Z
484,user_002,kiwi,2025-03-13T02:00:03.579760Z
485,user_048,grape,2025-03-13T02:00:03.580384Z
486,user_068,banana,2025-03-13T02:00:03.580906Z
487,user_035,banana,2025-03-13T02:00:03.581425Z
488,user_019,apple,2025-03-13T02:00:03.581916Z
489,user_048,kiwi,2025-03-13T02:00:03.582408Z
490,user_055,grape,2025-03-13T02:00:03.582912Z
491,user_046,kiwi,2025-03-13T02:00:03.583465Z
492,user_009,kiwi,2025-03-13T02:00:03.583970Z
493,user_086,apple,2025-03-13T02:00:03.584474Z
494,user_076,kiwi,2025-03-13T02:00:03.584952Z
495,user_095,grape,2025-03-13T02:00:03.585479Z
496,user_011,apple,2025-03-13T02:00:03.586021Z
497,user_043,grape,2025-03-13T02:00:03.586523Z
498,user_082,apple,2025-03-13T02:00:03.587012Z
499,user_081,mango,2025-03-13T02:00:03.587540Z
500,user_073,banana,2025-03-13T02:00:03.588028Z
501,user_033,grape,2025-03-13T02:00:03.588528Z
502,user_057,apple,2025-03-13T02:00:03.589008Z
503,user_021,mango,2025-03-13T02:00:03.589595Z
504,user_086,banana,2025-03-13T02:00:03.590172Z
505,user_032,apple,2025-03-13T02:00:03.590685Z
506,user_057,banana,2025-03-13T02:00:03.591203Z
507,user_056,mango,2025-03-13T02:00:03.591710Z
508,user_060,grape,2025-03-13T02:00:03.592247Z
509,user_099,orange,2025-03-13T02:00:03.592743Z
510,user_061,grape,2025-03-13T02:00:03.593228Z
511,user_053,orange,2025-03-13T02:00:03.593787Z
